Source	Target
Advanced Micro Devices	ATI Technologies
Advanced Micro Devices	Broadcom
Advanced Micro Devices	Bulldozer (microarchitecture)
Advanced Micro Devices	Central processing unit
Advanced Micro Devices	CMOS
Advanced Micro Devices	Compaq
Advanced Micro Devices	Cool'n'Quiet
Advanced Micro Devices	Dell
Advanced Micro Devices	Flash memory
Advanced Micro Devices	Free and open-source graphics device driver
Advanced Micro Devices	Fujitsu
Advanced Micro Devices	Geode (processor)
Advanced Micro Devices	Graphics processing unit
Advanced Micro Devices	Hewlett-Packard
Advanced Micro Devices	High-performance computing
Advanced Micro Devices	HyperTransport
Advanced Micro Devices	IBM
Advanced Micro Devices	Instruction set architecture
Advanced Micro Devices	Integrated circuit
Advanced Micro Devices	Intel
Advanced Micro Devices	Laptop
Advanced Micro Devices	Leadership in Energy and Environmental Design
Advanced Micro Devices	Lenovo
Advanced Micro Devices	Linux
Advanced Micro Devices	Microcomputer
Advanced Micro Devices	Microprocessor
Advanced Micro Devices	Microsoft
Advanced Micro Devices	Microsoft Windows
Advanced Micro Devices	MIPS architecture
Advanced Micro Devices	Motherboard
Advanced Micro Devices	Motorola
Advanced Micro Devices	Nintendo
Advanced Micro Devices	Nvidia
Advanced Micro Devices	OpenSolaris
Advanced Micro Devices	Overclocking
Advanced Micro Devices	PCI Express
Advanced Micro Devices	Phenom II
Advanced Micro Devices	PlayStation 4
Advanced Micro Devices	PowerNow!
Advanced Micro Devices	Profiling (computer programming)
Advanced Micro Devices	Random-access memory
Advanced Micro Devices	Reduced instruction set computer
Advanced Micro Devices	Sempron
Advanced Micro Devices	Server (computing)
Advanced Micro Devices	Siemens
Advanced Micro Devices	Solid-state drive
Advanced Micro Devices	Sun Microsystems
Advanced Micro Devices	System on a chip
Advanced Micro Devices	The Green Grid
Advanced Micro Devices	Toshiba
Advanced Micro Devices	VIA Technologies
Advanced Micro Devices	Watt
Advanced Micro Devices	Wii U
Advanced Micro Devices	Workstation
Advanced Micro Devices	X86-64
Advanced Micro Devices	X86
Advanced Micro Devices	Xbox One
Accumulator (computing)	Central processing unit
Accumulator (computing)	Computer architecture
Accumulator (computing)	Computer
Accumulator (computing)	HP 2100
Accumulator (computing)	Instruction set architecture
Accumulator (computing)	Mainframe computer
Accumulator (computing)	Microcomputer
Accumulator (computing)	Processor register
Accumulator (computing)	Supercomputer
Accumulator (computing)	X86-64
Advanced Power Management	Active State Power Management
Advanced Power Management	Advanced Configuration and Power Interface
Advanced Power Management	BatteryMAX (idle detection)
Advanced Power Management	BIOS
Advanced Power Management	CPU cache
Advanced Power Management	Green computing
Advanced Power Management	Intel
Advanced Power Management	Linux
Advanced Power Management	Microsoft
Advanced Power Management	Operating system
Advanced Power Management	PCI Express
Advanced Power Management	Personal computer
Advanced Power Management	Power management
Advanced Power Management	Windows Vista
Bluetooth	Apple Inc.
Bluetooth	Broadcom
Bluetooth	Desktop computer
Bluetooth	FreeBSD
Bluetooth	IBM
Bluetooth	Integrated circuit
Bluetooth	Intel
Bluetooth	Linux
Bluetooth	Microsoft
Bluetooth	Microsoft Windows
Bluetooth	NetBSD
Bluetooth	Nintendo
Bluetooth	Personal computer
Bluetooth	PlayStation 3
Bluetooth	Toshiba
Bluetooth	USB
Bluetooth	Wii
Bluetooth	Wireless
Basel Convention	Electronic waste by country
Basel Convention	Electronic waste
Basel Convention	Recycling
Basel Convention	Resource Conservation and Recovery Act
BIOS	Advanced Configuration and Power Interface
BIOS	Advanced Micro Devices
BIOS	Apple Inc.
BIOS	Apple–Intel architecture
BIOS	Booting
BIOS	Central processing unit
BIOS	CMOS
BIOS	Computer hardware
BIOS	C (programming language)
BIOS	Dell
BIOS	Flash memory
BIOS	FreeBSD
BIOS	Gigabyte Technology
BIOS	Hard disk drive
BIOS	Hewlett-Packard
BIOS	Intel
BIOS	Keyboard controller (computing)
BIOS	Legacy Plug and Play
BIOS	Linux distribution
BIOS	Linux kernel
BIOS	Linux
BIOS	Microsoft
BIOS	Microsoft Windows
BIOS	Motherboard
BIOS	National Security Agency
BIOS	Open Firmware
BIOS	Operating system
BIOS	Overclocking
BIOS	Personal computer
BIOS	Power management
BIOS	Random-access memory
BIOS	Rootkit
BIOS	RS/6000
BIOS	SeaBIOS
BIOS	Tyan
BIOS	Unified EFI Forum
BIOS	Unified Extensible Firmware Interface
BIOS	USB
BIOS	Windows 2000
BIOS	Windows 9x
BIOS	Windows XP
BIOS	X86-64
BIOS	X86
Chemistry	Carbon dioxide
Chemistry	Chemist
Chemistry	Computer program
Chemistry	Germany
Chemistry	Green chemistry
Chemistry	Laboratory
Chemistry	Tin
Computing	Algorithm
Computing	Central processing unit
Computing	Computer
Computing	Computer engineering
Computing	Computer hardware
Computing	Computer program
Computing	Computer programming
Computing	Computing platform
Computing	C (programming language)
Computing	Electrical engineering
Computing	Electronics
Computing	Information technology
Computing	Integrated circuit
Computing	Internet
Computing	Java (programming language)
Computing	Microprocessor
Computing	Microsoft Office
Computing	Microsoft Windows
Computing	Operating system
Computing	Personal computer
Computing	Programming language
Computing	Server (computing)
Computing	Software
Computing	Supercomputer
Computing	System administrator
Central processing unit	ARM architecture
Central processing unit	Athlon 64 X2
Central processing unit	Benchmark (computing)
Central processing unit	Computer architecture
Central processing unit	Computer cluster
Central processing unit	Computer
Central processing unit	Computer engineering
Central processing unit	Computer program
Central processing unit	CPU cache
Central processing unit	CPU core voltage
Central processing unit	CPU power dissipation
Central processing unit	CPU socket
Central processing unit	Cray-1
Central processing unit	Cray
Central processing unit	Embarrassingly parallel
Central processing unit	Flynn's taxonomy
Central processing unit	Fujitsu
Central processing unit	IBM
Central processing unit	Instructions per second
Central processing unit	Integrated circuit
Central processing unit	Intel
Central processing unit	Mainframe computer
Central processing unit	Microprocessor
Central processing unit	MIPS architecture
Central processing unit	Moore's law
Central processing unit	Multi-core processor
Central processing unit	Non-uniform memory access
Central processing unit	Parallel computing
Central processing unit	Pentium 4
Central processing unit	Personal computer
Central processing unit	PlayStation 3
Central processing unit	Printed circuit board
Central processing unit	Processor register
Central processing unit	SIMD
Central processing unit	Software
Central processing unit	Supercomputer
Central processing unit	System on a chip
Central processing unit	UltraSPARC T1
Central processing unit	Vector processor
Central processing unit	X86-64
Printer (computing)	Computer program
Printer (computing)	Computing
Printer (computing)	Energy conservation
Printer (computing)	Hewlett-Packard
Printer (computing)	IBM
Printer (computing)	Internet
Printer (computing)	Light-emitting diode
Printer (computing)	Nintendo
Printer (computing)	Operating system
Printer (computing)	Personal computer
Printer (computing)	Tablet computer
Printer (computing)	Toshiba
Computer data storage	BIOS
Computer data storage	Cathode ray tube
Computer data storage	Central processing unit
Computer data storage	Computer
Computer data storage	Computer programming
Computer data storage	CPU cache
Computer data storage	Desktop computer
Computer data storage	Flash memory
Computer data storage	Hard disk drive
Computer data storage	Integrated circuit
Computer data storage	Internet
Computer data storage	Laptop
Computer data storage	Mercury (element)
Computer data storage	Metadata
Computer data storage	Network-attached storage
Computer data storage	Operating system
Computer data storage	Personal computer
Computer data storage	Processor register
Computer data storage	Random-access memory
Computer data storage	Software
Computer data storage	Solid-state drive
Computer data storage	Terabyte
Computer data storage	Uninterruptible power supply
Software	Algorithm
Software	Central processing unit
Software	Computer hardware
Software	Computer program
Software	Data structure
Software	Desktop computer
Software	Hard drive
Software	Java (programming language)
Software	Linux
Software	Microprocessor
Software	Microsoft
Software	Microsoft Office
Software	Microsoft Windows
Software	Mobile app
Software	Multi-core processor
Software	Operating system
Software	Oracle Corporation
Software	Personal computer
Software	Software testing
Software	Supercomputer
Software	Tablet computer
Software	Television
Software	Windows 8
Computer programming	Algorithm
Computer programming	Algorithmic efficiency
Computer programming	Computer
Computer programming	Computer hardware
Computer programming	Computer program
Computer programming	Computing
Computer programming	C (programming language)
Computer programming	IBM
Computer programming	Mainframe computer
Computer programming	Operating system
Computer programming	Programming language
Computer programming	Software testing
China	Chang'e 3
China	Cycling
China	Lenovo
China	Pakistan
China	Russia
China	Supercomputer
China	Tiangong-1
China	TOP500
China	Yutu (rover)
Chemist	Chemistry
Chemist	Computer program
Chemist	Green chemistry
Computer program	Accumulator (computing)
Computer program	Algorithm
Computer program	Booting
Computer program	Burroughs large systems
Computer program	Central processing unit
Computer program	Computer
Computer program	Computer hardware
Computer program	Computer programming
Computer program	C (programming language)
Computer program	Customer relationship management
Computer program	Desktop computer
Computer program	Enterprise resource planning
Computer program	Germany
Computer program	Microsoft Office
Computer program	Mobile app
Computer program	Operating system
Computer program	Parallel computing
Computer program	Processor register
Computer program	Programming language
Computer program	Random-access memory
Computer program	Self-modifying code
Computer program	Software
Computer program	System administrator
Computer program	Time-sharing
Carbon dioxide	Global warming
Carbon dioxide	Green chemistry
Cycling	Carbon dioxide
Cycling	Energy conservation
Cathode ray tube	Cold cathode
Cathode ray tube	Electronic waste
Cathode ray tube	Energy Star
Cathode ray tube	Landfill
Cathode ray tube	Printed circuit board
Cathode ray tube	Printer (computing)
Cathode ray tube	Recycling
Cathode ray tube	United States Environmental Protection Agency
Cathode ray tube	WEEE Directive
C (programming language)	Burroughs large systems
C (programming language)	Computer architecture
C (programming language)	Computing platform
C (programming language)	Java (programming language)
C (programming language)	Mainframe computer
C (programming language)	Microcomputer
C (programming language)	Operating system
C (programming language)	Programming language
C (programming language)	Supercomputer
Cache (computing)	Central processing unit
Cache (computing)	Computing
Cache (computing)	CPU cache
Cache (computing)	Desktop computer
Cache (computing)	Graphics processing unit
Cache (computing)	Hard disk drive
Cache (computing)	Microprocessor
Cache (computing)	Operating system
Cache (computing)	Solid-state drive
Customer relationship management	Artificial intelligence
Customer relationship management	Business intelligence
Customer relationship management	Data mining
Customer relationship management	Data quality
Customer relationship management	Data warehouse
Customer relationship management	Enterprise resource planning
Customer relationship management	Facebook
Customer relationship management	IBM
Customer relationship management	Information technology
Customer relationship management	Mainframe computer
Customer relationship management	Microsoft
Customer relationship management	Oracle Corporation
Customer relationship management	Social media
Processor design	ARM architecture
Processor design	Benchmark (computing)
Processor design	Central processing unit
Processor design	CMOS
Processor design	Computer engineering
Processor design	Computer hardware
Processor design	CPU cache
Processor design	CPU socket
Processor design	FLOPS
Processor design	Green computing
Processor design	Instruction set architecture
Processor design	Instructions per second
Processor design	Integrated circuit
Processor design	Intel
Processor design	Microprocessor
Processor design	Moore's law
Processor design	Parallel computing
Processor design	Performance per watt
Processor design	Printed circuit board
Processor design	Processor register
Processor design	Reduced instruction set computer
Processor design	X86-64
Compaq	Acer Inc.
Compaq	AST Research
Compaq	BIOS
Compaq	Computer hardware
Compaq	Dell
Compaq	Desktop computer
Compaq	Hewlett-Packard
Compaq	HP Inc.
Compaq	IBM
Compaq	Intel
Compaq	Laptop
Compaq	Lenovo
Compaq	List of computer system manufacturers
Compaq	Market share of personal computer vendors
Compaq	Mark Hurd
Compaq	Microsoft
Compaq	Packard Bell
Compaq	Personal computer
Compaq	Toshiba
Data warehouse	Business intelligence
Data warehouse	Computing
Data warehouse	Customer relationship management
Data warehouse	Data mining
Data warehouse	Data quality
Data warehouse	Data structure
Data warehouse	Enterprise resource planning
Data warehouse	Metadata
Decibel	Electronics
Decibel	Linux
Decibel	Optical link
Decibel	Television
Decibel	Watt
Data structure	Algorithm
Data structure	Algorithmic efficiency
Data structure	C (programming language)
Data structure	Java (programming language)
Data structure	Microsoft
Data structure	Programming language
Digital video	Computer data storage
Digital video	Desktop computer
Digital video	DisplayPort
Digital video	Flash memory
Digital video	Hard disk drive
Digital video	Internet
Digital video	Mobile phone
Digital video	Television
Enterprise resource planning	Business intelligence
Enterprise resource planning	Business process management
Enterprise resource planning	Computer hardware
Enterprise resource planning	Customer relationship management
Enterprise resource planning	Data migration
Enterprise resource planning	Enterprise application integration
Enterprise resource planning	Globalization
Enterprise resource planning	IBM
Enterprise resource planning	Workstation
Electrical engineering	Cathode ray tube
Electrical engineering	Computer
Electrical engineering	Computer engineering
Electrical engineering	Computer hardware
Electrical engineering	Cornell University
Electrical engineering	Desktop computer
Electrical engineering	Electronics
Electrical engineering	Frequency modulation
Electrical engineering	Integrated circuit
Electrical engineering	Intel
Electrical engineering	Lighting
Electrical engineering	Microcomputer
Electrical engineering	Microprocessor
Electrical engineering	Optical communication
Electrical engineering	Personal computer
Electrical engineering	Personal digital assistant
Electrical engineering	Software
Electrical engineering	Supercomputer
Electrical engineering	Television
Electronics	Battery (electricity)
Electronics	Cathode ray tube
Electronics	Computer
Electronics	Computer cooling
Electronics	Computer engineering
Electronics	Electrical engineering
Electronics	IBM
Electronics	Integrated circuit
Electronics	Microprocessor
Electronics	Power supply
Electronics	Printed circuit board
Electronics	Processor register
Electronics	Restriction of Hazardous Substances Directive
Electronics	Waste Electrical and Electronic Equipment Directive
Free software	Apple Inc.
Free software	Computer program
Free software	Digital rights management
Free software	FreeBSD
Free software	IBM
Free software	Linux kernel
Free software	Microsoft Office
Free software	Microsoft Windows
Free software	National Security Agency
Free software	NetBSD
Free software	Oak Ridge National Laboratory
Free software	Operating system
Free software	Software
Free software	Sun Microsystems
Free software	Supercomputer
Free software	TOP500
Frequency modulation	Decibel
Frequency modulation	Low-power electronics
Frequency modulation	Personal computer
Germany	Energy conservation
Germany	Information technology
Germany	Russia
Germany	Siemens
Hard disk drive	Carnegie Mellon University
Hard disk drive	Central processing unit
Hard disk drive	Desktop computer
Hard disk drive	Flash memory
Hard disk drive	Frequency modulation
Hard disk drive	Hard disk drive performance characteristics
Hard disk drive	IBM
Hard disk drive	Mainframe computer
Hard disk drive	Metadata
Hard disk drive	Microsoft Windows
Hard disk drive	Moore's law
Hard disk drive	Operating system
Hard disk drive	Oracle Corporation
Hard disk drive	Personal computer
Hard disk drive	Printed circuit board
Hard disk drive	Seek time
Hard disk drive	Server (computing)
Hard disk drive	Solid-state drive
Hard disk drive	Terabyte
Hard disk drive	Toshiba
Hard disk drive	USB
Hard drive	Hard disk drive
Internet	Apple Inc.
Internet	Computer graphics
Internet	Cornell University
Internet	Data mining
Internet	Facebook
Internet	Israel
Internet	Linux
Internet	Microsoft
Internet	Mobile app
Internet	National Science Foundation Network
Internet	Online shopping
Internet	Personal computer
Internet	Server (computing)
Internet	Social media
Internet	Streaming media
Internet	Supercomputer
Internet	System administrator
Internet	Uninterruptible power supply
Internet	Wireless
Intel	Acer Inc.
Intel	Advanced Micro Devices
Intel	Apple Inc.
Intel	ARM architecture
Intel	Bluetooth
Intel	Carnegie Mellon University
Intel	Central processing unit
Intel	Chemist
Intel	Compaq
Intel	Conventional PCI
Intel	Dell
Intel	Electronics
Intel	Facebook
Intel	Flash memory
Intel	FreeBSD
Intel	Graphics processing unit
Intel	Hewlett-Packard
Intel	HP Inc.
Intel	IBM
Intel	Industrial espionage
Intel	Integrated circuit
Intel	Intel Atom
Intel	Intel Core 2
Intel	Intel Core
Intel	Intel Paragon
Intel	Intel vPro
Intel	Itanium
Intel	IWarp
Intel	LatencyTOP
Intel	Lenovo
Intel	Linux Foundation
Intel	Linux
Intel	List of computer system manufacturers
Intel	List of Intel chipsets
Intel	List of Intel microprocessors
Intel	Low-power electronics
Intel	Mainframe computer
Intel	Massachusetts
Intel	Meltdown (security vulnerability)
Intel	Microcomputer
Intel	Microprocessor
Intel	Microsoft
Intel	Moore's law
Intel	Motherboard
Intel	NEC
Intel	Nvidia
Intel	NXP Semiconductors
Intel	Panasonic
Intel	Parallel computing
Intel	PCI Express
Intel	Pentium 4
Intel	Pentium Pro
Intel	Personal computer
Intel	PowerTOP
Intel	RAM
Intel	Russia
Intel	SK Hynix
Intel	Software
Intel	Solid-state drive
Intel	Supercomputer
Intel	Toshiba
Intel	Transmeta
Intel	Ultrabook
Intel	VIA Technologies
Intel	Windows 8
Intel	Wireless
Intel	X86-64
Intel	X86
Ivy League	Associated Press
Ivy League	Boston College
Ivy League	Cornell University
Ivy League	George W. Bush
Ivy League	Massachusetts
Ivy League	New England
Integrated circuit	Central processing unit
Integrated circuit	CMOS
Integrated circuit	Computer
Integrated circuit	Electronics
Integrated circuit	Frequency modulation
Integrated circuit	Gallium arsenide
Integrated circuit	IBM
Integrated circuit	Intel
Integrated circuit	Light-emitting diode
Integrated circuit	Low-power electronics
Integrated circuit	Microprocessor
Integrated circuit	Mobile phone
Integrated circuit	Moore's law
Integrated circuit	Printed circuit board
Integrated circuit	Processor register
Integrated circuit	RAM
Integrated circuit	Random-access memory
Itanium	64-bit computing
Itanium	Advanced Micro Devices
Itanium	Central processing unit
Itanium	Compaq
Itanium	CPU cache
Itanium	Dell
Itanium	Dell PowerEdge
Itanium	FreeBSD
Itanium	Fujitsu
Itanium	Hewlett-Packard
Itanium	High-performance computing
Itanium	IBM
Itanium	IBM POWER microprocessors
Itanium	Instruction set architecture
Itanium	Intel
Itanium	Linux distribution
Itanium	Linux
Itanium	Mark Hurd
Itanium	Microprocessor
Itanium	Microsoft
Itanium	Microsoft Windows
Itanium	MIPS architecture
Itanium	Multi-core processor
Itanium	NEC
Itanium	NetBSD
Itanium	Operating system
Itanium	Oracle Corporation
Itanium	PCI Express
Itanium	Red Hat Enterprise Linux
Itanium	Silicon Graphics
Itanium	Solaris (operating system)
Itanium	Sun Microsystems
Itanium	Supercomputer
Itanium	TOP500
Itanium	Watt
Itanium	Windows XP
Itanium	Workstation
Itanium	X86-64
Itanium	X86
Industrial espionage	Business intelligence
Industrial espionage	IBM
Industrial espionage	Laptop
Industrial espionage	Microsoft
Industrial espionage	National Security Agency
Java (programming language)	Apple Inc.
Java (programming language)	ARM architecture
Java (programming language)	Computer architecture
Java (programming language)	Computing platform
Java (programming language)	C (programming language)
Java (programming language)	Data center
Java (programming language)	Data structure
Java (programming language)	Free software
Java (programming language)	JavaFX
Java (programming language)	Java (software platform)
Java (programming language)	Linux kernel
Java (programming language)	Linux
Java (programming language)	Microsoft
Java (programming language)	Microsoft Windows
Java (programming language)	Oracle Corporation
Java (programming language)	Programming language
Java (programming language)	Server (computing)
Java (programming language)	Solaris (operating system)
Java (programming language)	Sun Microsystems
Java (programming language)	Supercomputer
Java (programming language)	Tablet computer
Lead	Carbon dioxide
Lead	Mercury (element)
Lead	Restriction of Hazardous Substances Directive
Lead	Solder
Lead	Tin
Lead	United States Environmental Protection Agency
Linux distribution	Apple Inc.
Linux distribution	Computer cluster
Linux distribution	Dell
Linux distribution	Hard disk drive
Linux distribution	Hewlett-Packard
Linux distribution	Lenovo
Linux distribution	Linux Foundation
Linux distribution	Linux kernel
Linux distribution	Microsoft Windows
Linux distribution	Operating system
Linux distribution	Oracle Corporation
Linux distribution	Personal computer
Linux distribution	PlayStation 3
Linux distribution	Red Hat Enterprise Linux
Linux distribution	Solaris (operating system)
Linux distribution	Sun Microsystems
Linux distribution	Supercomputer
Linux distribution	SUSE Linux
Linux distribution	Ubuntu (operating system)
Linux distribution	Wii
Light pollution	Carbon dioxide
Light pollution	Efficient energy use
Light pollution	Energy conservation
Light pollution	Leadership in Energy and Environmental Design
Light pollution	Lighting
Light pollution	Street light
Light pollution	Watt
Light-emitting diode	Architectural lighting design
Light-emitting diode	Compact fluorescent lamp
Light-emitting diode	Energy conservation
Light-emitting diode	Gallium arsenide
Light-emitting diode	Green retrofit
Light-emitting diode	Hewlett-Packard
Light-emitting diode	IBM
Light-emitting diode	Laptop
Light-emitting diode	Lead
Light-emitting diode	LED lamp
Light-emitting diode	Lighting
Light-emitting diode	Light pollution
Light-emitting diode	Mercury (element)
Light-emitting diode	Mobile phone
Light-emitting diode	Moore's law
Light-emitting diode	Optical communication
Light-emitting diode	Panasonic
Light-emitting diode	Printed circuit board
Light-emitting diode	Remote control
Light-emitting diode	Street light
Light-emitting diode	Sustainable architecture
Light-emitting diode	United States Department of Energy
Light-emitting diode	USB
Light-emitting diode	Watt
Light-emitting diode	Wii
Linux operating system	Linux
Microsoft Windows	64-bit computing
Microsoft Windows	Advanced Configuration and Power Interface
Microsoft Windows	Apple Inc.
Microsoft Windows	ARM architecture
Microsoft Windows	Control Panel (Windows)
Microsoft Windows	C (programming language)
Microsoft Windows	Hibernation (computing)
Microsoft Windows	IBM
Microsoft Windows	Itanium
Microsoft Windows	Linux
Microsoft Windows	Microsoft
Microsoft Windows	MIPS architecture
Microsoft Windows	Operating system
Microsoft Windows	Personal computer
Microsoft Windows	Server (computing)
Microsoft Windows	Social networking service
Microsoft Windows	Start menu
Microsoft Windows	Tablet computer
Microsoft Windows	VxD
Microsoft Windows	Windows 10
Microsoft Windows	Windows 1.0
Microsoft Windows	Windows 2000
Microsoft Windows	Windows 8
Microsoft Windows	Windows 98
Microsoft Windows	Windows 9x
Microsoft Windows	Windows Driver Model
Microsoft Windows	Windows Server 2003
Microsoft Windows	Windows Vista
Microsoft Windows	Windows XP
Microsoft Windows	Workstation
Microsoft Windows	X86-64
Microsoft Windows	X86
Microsoft Windows	Xbox One
Microsoft	Apple Inc.
Microsoft	BIOS
Microsoft	Computer hardware
Microsoft	Computer programming
Microsoft	Consumer electronics
Microsoft	Data center
Microsoft	Digital rights management
Microsoft	Facebook
Microsoft	Intel
Microsoft	Internet
Microsoft	Kinect
Microsoft	Leadership in Energy and Environmental Design
Microsoft	Linux Foundation
Microsoft	Linux
Microsoft	Microcomputer
Microsoft	Microsoft HoloLens
Microsoft	Microsoft Office
Microsoft	Microsoft Servers
Microsoft	Microsoft Windows
Microsoft	Nintendo
Microsoft	Office 365
Microsoft	Open Source Development Labs
Microsoft	Operating system
Microsoft	Personal computer
Microsoft	Personal digital assistant
Microsoft	Productivity software
Microsoft	Social networking service
Microsoft	Start menu
Microsoft	Surface Pro 3
Microsoft	Tablet computer
Microsoft	Windows 1.0
Microsoft	Windows 10
Microsoft	Windows 8
Microsoft	Windows Server 2003
Microsoft	Windows Vista
Microsoft	Windows XP
Microsoft	Xbox One
Microprocessor	64-bit computing
Microprocessor	ARM architecture
Microprocessor	Central processing unit
Microprocessor	CMOS
Microprocessor	Computer architecture
Microprocessor	Computer
Microprocessor	Computer engineering
Microprocessor	CPU cache
Microprocessor	Desktop computer
Microprocessor	Graphics processing unit
Microprocessor	IBM
Microprocessor	Integrated circuit
Microprocessor	Intel
Microprocessor	Internet
Microprocessor	Laptop
Microprocessor	Linux
Microprocessor	Low-power electronics
Microprocessor	Mainframe computer
Microprocessor	Microcomputer
Microprocessor	MIPS architecture
Microprocessor	Moore's law
Microprocessor	Motorola
Microprocessor	Multi-core processor
Microprocessor	Operating system
Microprocessor	Parallel computing
Microprocessor	Personal computer
Microprocessor	Processor register
Microprocessor	Random-access memory
Microprocessor	Silicon Graphics
Microprocessor	Sun Microsystems
Microprocessor	Supercomputer
Microprocessor	System on a chip
Microprocessor	UltraSPARC T1
Microprocessor	UNIX System V
Microprocessor	Windows Vista
Microprocessor	Workstation
Microprocessor	X86-64
Microprocessor	X86
Motherboard	Accelerated Graphics Port
Motherboard	Athlon 64
Motherboard	ATX
Motherboard	BIOS
Motherboard	Booting
Motherboard	Central processing unit
Motherboard	Computer graphics
Motherboard	Conventional PCI
Motherboard	CPU socket
Motherboard	Desktop computer
Motherboard	Hard disk drive
Motherboard	Hard drive
Motherboard	Integrated circuit
Motherboard	Intel
Motherboard	Laptop
Motherboard	List of computer hardware manufacturers
Motherboard	Microcomputer
Motherboard	Microprocessor
Motherboard	Nvidia
Motherboard	Operating system
Motherboard	Overclocking
Motherboard	Personal computer
Motherboard	Power supply
Motherboard	Printed circuit board
Motherboard	Software
Motherboard	Sun Microsystems
Motherboard	Tablet computer
Motherboard	USB
Motherboard	Video card
MIPS architecture	Broadcom
MIPS architecture	Computer architecture
MIPS architecture	Instruction set architecture
MIPS architecture	NEC
MIPS architecture	Personal computer
MIPS architecture	Reduced instruction set computer
MIPS architecture	Server (computing)
MIPS architecture	Silicon Graphics
MIPS architecture	SIMD
MIPS architecture	Supercomputer
MIPS architecture	TOP500
MIPS architecture	Toshiba
MIPS architecture	Workstation
Mainframe computer	Amdahl Corporation
Mainframe computer	Burroughs large systems
Mainframe computer	CA Technologies
Mainframe computer	CDC 6600
Mainframe computer	Central processing unit
Mainframe computer	Channel I/O
Mainframe computer	CMOS
Mainframe computer	Cognos
Mainframe computer	Computer
Mainframe computer	Control Data Corporation
Mainframe computer	Enterprise resource planning
Mainframe computer	FLOPS
Mainframe computer	Fujitsu
Mainframe computer	Gameframe
Mainframe computer	Germany
Mainframe computer	Hewlett-Packard
Mainframe computer	High-performance computing
Mainframe computer	IBM
Mainframe computer	Instructions per second
Mainframe computer	International Computers Limited
Mainframe computer	Itanium
Mainframe computer	NEC
Mainframe computer	Olivetti
Mainframe computer	Operating system
Mainframe computer	Personal computer
Mainframe computer	Server (computing)
Mainframe computer	Server farms
Mainframe computer	Supercomputer
Mainframe computer	Traversed edges per second
Mainframe computer	Workstation
Microsoft Office	64-bit computing
