Source	Target
Poland	NATO
Poland	United States
Propaganda	Augustus
Propaganda	Disinformation
Propaganda	Fake news
Propaganda	Fake news website
Propaganda	Joseph Goebbels
Propaganda	Mark Antony
Propaganda	Media bias
Propaganda	Misinformation
Propaganda	News media
Propaganda	Political Warfare Executive
Propaganda	Post-truth politics
Propaganda	Psychological warfare
Propaganda	Randal Marlin
Propaganda	United States
President of the United States	CNN
President of the United States	Donald Trump
President of the United States	Hillary Clinton
President of the United States	The New York Times
President of the United States	The Washington Post
President of the United States	United States
Rolling Stone	CNNMoney
Rolling Stone	Televisa
Rolling Stone	The New York Times
Rolling Stone	The Washington Post
Spanish–American War	Cuba
Spanish–American War	Joseph Pulitzer
Spanish–American War	United States
Spanish–American War	USS Maine (ACR-1)
Spanish–American War	William Randolph Hearst
Spanish–American War	Yellow journalism
Defamation	Blood libel
Defamation	Public opinion
Defamation	Rumor
Tim Berners-Lee	BBC News
Tim Berners-Lee	Facebook
Tim Berners-Lee	Google
Tim Berners-Lee	Internet
Tim Berners-Lee	The Guardian
Tim Berners-Lee	Twitter
Tim Berners-Lee	World Wide Web
The New York Times	Alternative media
The New York Times	Bashar al-Assad
The New York Times	Benjamin Netanyahu
The New York Times	Brendan Nyhan
The New York Times	CNN
The New York Times	Defamation
The New York Times	Donald Trump
The New York Times	Hillary Clinton
The New York Times	Hong Kong
The New York Times	Joseph Pulitzer
The New York Times	Los Angeles Times
The New York Times	Media Matters for America
The New York Times	NPR
The New York Times	Politico
The New York Times	Propaganda
The New York Times	Social media
The New York Times	The Guardian
The New York Times	The Washington Post
The New York Times	Twitter
The New York Times	Walter Duranty
The New York Times	William Randolph Hearst
The New York Times	Wired (magazine)
The New York Times	World Wide Web
The New York Times	Yellow journalism
The Onion	BuzzFeed
The Onion	Clickbait
The Onion	CNN
The Onion	Digiday
The Onion	List of premature obituaries
The Onion	List of satirical news websites
The Onion	News satire
The Onion	The Daily Show
The Onion	The New York Times
The Onion	Twitter
The Onion	Univision Communications
The Onion	Wired (magazine)
World Wide Web	Facebook
World Wide Web	Google
World Wide Web	Google Search
World Wide Web	Internet
World Wide Web	Phishing
World Wide Web	Tim Berners-Lee
World Wide Web	Twitter
William Randolph Hearst	Joseph Pulitzer
William Randolph Hearst	Orson Welles
William Randolph Hearst	Populism
William Randolph Hearst	President of the United States
William Randolph Hearst	Spanish–American War
William Randolph Hearst	Yellow journalism
Yellow journalism	Clickbait
Yellow journalism	Cuba
Yellow journalism	Fake news
Yellow journalism	Joseph Pulitzer
Yellow journalism	Spanish–American War
Yellow journalism	Tabloid journalism
Yellow journalism	William Randolph Hearst
Havana	Cuba
Havana	Dilma Rousseff
Havana	Germany
Havana	Hong Kong
Havana	Israel
Havana	Poland
Havana	Pope Francis
Havana	Spanish–American War
Havana	United States
Havana	USS Maine (ACR-1)
Hoax	Disinformation
Hoax	Fake news website
Hoax	Internet
Hoax	Media manipulation
Hoax	Misinformation
Hoax	News satire
Hoax	Propaganda
Hoax	Rumor
Hoax	Snopes.com
Hoax	Social media
Hoax	The Daily Beast
Hoax	The Washington Post
Hoax	Website spoofing
Hoax	Yellow journalism
Instant messaging	Facebook
Instant messaging	Google
Instant messaging	Internet
Instant messaging	Phishing
Instant messaging	Poland
Instant messaging	Smartphone
Instant messaging	Social media
Instant messaging	Twitter
Instant messaging	World Wide Web
Benjamin Netanyahu	Avigdor Lieberman
Benjamin Netanyahu	BBC News
Benjamin Netanyahu	CBS News
Benjamin Netanyahu	CNN
Benjamin Netanyahu	Donald Trump
Benjamin Netanyahu	Fox News
Benjamin Netanyahu	Hamas
Benjamin Netanyahu	Hillary Clinton
Benjamin Netanyahu	Holocaust denial
Benjamin Netanyahu	Israel
Benjamin Netanyahu	Los Angeles Times
Benjamin Netanyahu	Poland
Benjamin Netanyahu	The Daily Telegraph
Benjamin Netanyahu	The Guardian
Benjamin Netanyahu	The New York Times
Benjamin Netanyahu	United States
CNN	Alternative facts
CNN	Benjamin Netanyahu
CNN	CNNMoney
CNN	Corey Lewandowski
CNN	Donald Trump
CNN	Fake news
CNN	Fox News
CNN	Havana
CNN	Hillary Clinton
CNN	Hong Kong
CNN	Jim Acosta
CNN	Journalism ethics and standards
CNN	Los Angeles Times
CNN	News media
CNN	Social media
CNN	The Washington Post
CNN	Twitter
CNN	United States presidential election, 2016
Lee Kuan Yew	China Central Television
Lee Kuan Yew	CNN
Lee Kuan Yew	Israel
Lee Kuan Yew	President of the United States
Lee Kuan Yew	Propaganda
Lee Kuan Yew	The New York Times
Wired (magazine)	Paul Levinson
Wired (magazine)	Rolling Stone
Wired (magazine)	United States
Holocaust denial	Allies of World War II
Holocaust denial	Atrocity propaganda
Holocaust denial	BBC News
Holocaust denial	CNN
Holocaust denial	Fake news
Holocaust denial	Hamas
Holocaust denial	Israel
Holocaust denial	Los Angeles Times
Holocaust denial	Northwestern University
Holocaust denial	Randal Marlin
Holocaust denial	The Guardian
Holocaust denial	The New York Times
Holocaust denial	The Washington Post
China Central Television	BBC News
China Central Television	CNN
China Central Television	Joseph Goebbels
China Central Television	NPR
China Central Television	Propaganda
China Central Television	RT (TV network)
The Washington Post	Donald Trump
The Washington Post	Hillary Clinton
The Washington Post	Hong Kong
The Washington Post	Los Angeles Times
The Washington Post	Politico
The Washington Post	President of the United States
The Washington Post	Propaganda
The Washington Post	Rolling Stone
The Washington Post	Spanish–American War
The Washington Post	The Daily Beast
The Washington Post	The Intercept
The Washington Post	The New York Times
The Washington Post	United States presidential election, 2016
The Washington Post	United States
The Washington Post	William Randolph Hearst
DeQuincy, Louisiana	Fake news
DeQuincy, Louisiana	Internet
DeQuincy, Louisiana	Paul Horner
Disinformation	Active measures
Disinformation	Defamation
Disinformation	Donald Trump
Disinformation	Fact checking
Disinformation	FactCheck.org
Disinformation	Fake news
Disinformation	Fake news website
Disinformation	Hoax
Disinformation	Information warfare
Disinformation	Internet manipulation
Disinformation	Lie
Disinformation	Media manipulation
Disinformation	Misinformation
Disinformation	NATO
Disinformation	NBC News
Disinformation	Pope Francis
Disinformation	Post-truth politics
Disinformation	Propaganda
Disinformation	Sputnik News
Disinformation	The Guardian
Disinformation	The New York Times
Disinformation	The Washington Post
Disinformation	United States presidential election, 2016
Disinformation	United States
Information warfare	Active measures
Information warfare	Demoralization (warfare)
Information warfare	Disinformation
Information warfare	Fake news
Information warfare	Internet
Information warfare	Internet manipulation
Information warfare	Propaganda
Information warfare	Psychological warfare
Psychological warfare	Active measures
Psychological warfare	Cuba
Psychological warfare	Demoralization (warfare)
Psychological warfare	Disinformation
Psychological warfare	Germany
Psychological warfare	H. G. Wells
Psychological warfare	Information warfare
Psychological warfare	Joseph Goebbels
Psychological warfare	Media manipulation
Psychological warfare	NATO
Psychological warfare	NBC News
Psychological warfare	Political Warfare Executive
Psychological warfare	Propaganda
Psychological warfare	Social media
Psychological warfare	United States
Neologism	Facebook
Neologism	Internet
Neologism	Social media
Neologism	Twitter
Internet censorship in China	CNN
Internet censorship in China	Google
Internet censorship in China	Hong Kong
Internet censorship in China	Instant messaging
Internet censorship in China	Internet censorship
Internet censorship in China	Microblogging
Internet censorship in China	The New York Times
Peer pressure	Fake news
Peer pressure	Social media
Smartphone	BBC News
Smartphone	Facebook
Smartphone	Google
Smartphone	Internet
Smartphone	The New York Times
Smartphone	The Washington Post
Smartphone	United States
Smartphone	Wired (magazine)
NBC News	ABC News
NBC News	Bashar al-Assad
NBC News	BBC News
NBC News	CBS News
NBC News	CNN
NBC News	Hong Kong
NBC News	Los Angeles Times
NBC News	NPR
NBC News	PBS
NBC News	Politico
NBC News	The Daily Beast
NBC News	The New York Times
NBC News	The Washington Post
Northwestern University	CBS News
Northwestern University	CNN
Northwestern University	NBC News
Northwestern University	U.S. News & World Report
Pseudohistory	Holocaust denial
Pseudohistory	Nibiru cataclysm
Joseph Pulitzer	Spanish–American War
Joseph Pulitzer	United States
Joseph Pulitzer	William Randolph Hearst
Joseph Pulitzer	Yellow journalism
USS Maine (ACR-1)	Havana
USS Maine (ACR-1)	Joseph Pulitzer
USS Maine (ACR-1)	Spanish–American War
USS Maine (ACR-1)	The New York Times
USS Maine (ACR-1)	United States
USS Maine (ACR-1)	William Randolph Hearst
USS Maine (ACR-1)	Yellow journalism
Nightline	ABC News
Nightline	CBS News
Nightline	CNN
Nightline	Cuba
Nightline	Los Angeles Times
Nightline	NBC News
Nightline	The New York Times
Nightline	The Washington Post
Nightline	Twitter
Drudge Report	2017 Las Vegas shooting
Drudge Report	ABC News
Drudge Report	BBC News
Drudge Report	Climate change denial
Drudge Report	CNN
Drudge Report	Donald Trump
Drudge Report	Google
Drudge Report	Hillary Clinton
Drudge Report	Los Angeles Times
Drudge Report	Murder of Seth Rich
Drudge Report	Pizzagate conspiracy theory
Drudge Report	Politico
Drudge Report	Populism
Drudge Report	Snopes.com
Drudge Report	The Daily Telegraph
Drudge Report	The Guardian
Drudge Report	The New York Times
Drudge Report	The Washington Post
Drudge Report	Twitter
Drudge Report	Yellow journalism
Media manipulation	Allies of World War II
Media manipulation	Fake news
Media manipulation	Filter bubble
Media manipulation	Internet manipulation
Media manipulation	Israel
Media manipulation	Joseph Goebbels
Media manipulation	Propaganda
Media manipulation	Public opinion
Media manipulation	Social media
Media manipulation	United States
Populism	Anti-establishment
Populism	Dilma Rousseff
Populism	Donald Trump presidential campaign, 2016
Populism	The New York Times
Populism	United States presidential election, 2016
Public opinion	Propaganda
Sky News	BBC News
Sky News	CBS News
Sky News	NBC News
Sky News	Social media
Appeal to emotion	Fake news
Appeal to emotion	Post-truth politics
Weekly World News	Facebook
Weekly World News	Fake news
Weekly World News	Hillary Clinton
Weekly World News	Hoax
Weekly World News	List of satirical news websites
Weekly World News	Social media
Weekly World News	The New York Times
Weekly World News	United States
Lie	Alternative facts
Lie	Appeal to emotion
Lie	Defamation
Lie	Disinformation
Lie	Fake news
Lie	Hoax
Lie	Misinformation
Lie	News media
Lie	Post-truth politics
Lie	Propaganda
Lie	Social media
Lie	The Washington Post
Lie	Yellow journalism
Daily Mirror	Defamation
Daily Mirror	Fake news
Daily Mirror	Populism
Daily Mirror	Tabloid journalism
Daily Mirror	The Daily Telegraph
The Daily Show	CBS News
The Daily Show	CNN
The Daily Show	Donald Trump
The Daily Show	Fox News
The Daily Show	Germany
The Daily Show	Hillary Clinton
The Daily Show	Israel
The Daily Show	Justin Trudeau
The Daily Show	Los Angeles Times
The Daily Show	NBC News
The Daily Show	News satire
The Daily Show	Nightline
The Daily Show	Political satire
The Daily Show	Rolling Stone
The Daily Show	The Colbert Report
The Daily Show	The Guardian
The Daily Show	The Late Show with Stephen Colbert
The Daily Show	The New York Times
The Daily Show	The Onion
The Daily Show	The Washington Post
Anti-establishment	Populism
Anti-establishment	Tabloid journalism
Rumor	Fake news
Rumor	Hoax
Rumor	Propaganda
Rumor	Snopes.com
Los Angeles Times	CNN
Los Angeles Times	The New York Times
Los Angeles Times	The Washington Post
Los Angeles Times	United States
Los Angeles Times	William Randolph Hearst
Critical thinking	Demarcation problem
Critical thinking	Disinformation
Critical thinking	Misinformation
News media	Broadcast journalism
News media	Internet
News media	Journalism ethics and standards
News media	Rolling Stone
News media	Twitter
News media	United States
ABC News	CBS News
ABC News	CNN
ABC News	FiveThirtyEight
ABC News	NBC News
ABC News	Nightline
ABC News	NPR
ABC News	The New York Times
ABC News	United States
ABC News	Univision Communications
Headline	The New York Times
Headline	Whataboutism
CBS News	ABC News
CBS News	BBC News
CBS News	CNN
CBS News	Fox News
CBS News	Jim Acosta
CBS News	NBC News
CBS News	PBS
CBS News	Scott Pelley
CBS News	Sky News
CBS News	The New York Times
Bashar al-Assad	ABC News
Bashar al-Assad	African National Congress
Bashar al-Assad	BBC News
Bashar al-Assad	Bell Pottinger
Bashar al-Assad	CBS News
Bashar al-Assad	Donald Trump
Bashar al-Assad	Hamas
Bashar al-Assad	Hillary Clinton
Bashar al-Assad	International Business Times
Bashar al-Assad	Islamic State of Iraq and the Levant
Bashar al-Assad	Los Angeles Times
Bashar al-Assad	Nicolás Maduro
Bashar al-Assad	PBS
Bashar al-Assad	Social media
Bashar al-Assad	The Daily Telegraph
Bashar al-Assad	The Guardian
Bashar al-Assad	The New York Times
Bashar al-Assad	The Washington Post
Bashar al-Assad	United States
Phishing	Facebook
Phishing	Fake news
Phishing	Fake news website
Phishing	Fancy Bear
Phishing	Google
Phishing	Hillary Clinton
Phishing	Instant messaging
Phishing	International Business Times
Phishing	Malaysia Airlines Flight 17
Phishing	NATO
Phishing	Neologism
Phishing	United States
Phishing	Website spoofing
U.S. News & World Report	Facebook
U.S. News & World Report	Google
U.S. News & World Report	HuffPost
U.S. News & World Report	President of the United States
U.S. News & World Report	The New York Times
U.S. News & World Report	The Washington Post
U.S. News & World Report	United States
Justin Trudeau	Donald Trump
Justin Trudeau	Islamic State of Iraq and the Levant
Justin Trudeau	The New York Times
Justin Trudeau	The Washington Post
Justin Trudeau	Waterloo Region Record
Snopes.com	CNN
Snopes.com	Facebook
Snopes.com	Fact checking
Snopes.com	FactCheck.org
Snopes.com	Internet troll
Snopes.com	NPR
Snopes.com	The New York Times
Snopes.com	United States
Enemy of the people	CNN
Enemy of the people	Donald Trump
Enemy of the people	Fake news
Enemy of the people	NBC News
Enemy of the people	The Guardian
Enemy of the people	The New York Times
Enemy of the people	Twitter
AlterNet	Alternative media
AlterNet	NPR
AlterNet	The Guardian
Trend Micro	Phishing
Trend Micro	United States
Fact checking	BBC News
Fact checking	Donald Trump
Fact checking	FactCheck.org
Fact checking	Post-truth politics
Fact checking	Snopes.com
Fact checking	The New York Times
Fact checking	The Washington Post
Walter Duranty	Propaganda
Walter Duranty	The Guardian
Walter Duranty	The New York Times
Media Matters for America	Alt-right
Media Matters for America	CBS News
Media Matters for America	CNN
Media Matters for America	Fake news
Media Matters for America	Fox News
Media Matters for America	Hillary Clinton
Media Matters for America	Journalism ethics and standards
Media Matters for America	Media bias
Media Matters for America	PBS
Media Matters for America	Political satire
Media Matters for America	Politico
Media Matters for America	The New York Times
Media Matters for America	United States
Colorado Senate	Ray Scott (Colorado politician)
Alternative media	Alternative facts
Alternative media	Facebook
Alternative media	Fake news
Alternative media	Mainstream media
Alternative media	Twitter
Miloš Zeman	Anti-German sentiment
Miloš Zeman	BBC News
Miloš Zeman	CNN
Miloš Zeman	Donald Trump
Miloš Zeman	Donald Trump presidential campaign, 2016
Miloš Zeman	Fox News
Miloš Zeman	French presidential election, 2017
Miloš Zeman	International Business Times
Miloš Zeman	Islamic State of Iraq and the Levant
Miloš Zeman	Israel
Miloš Zeman	NATO
Miloš Zeman	Poland
Miloš Zeman	Politico
Miloš Zeman	The Daily Telegraph
Miloš Zeman	The Guardian
Miloš Zeman	The New York Times
Miloš Zeman	The Washington Post
Miloš Zeman	United States presidential election, 2016
Miloš Zeman	United States
Political Warfare Executive	Propaganda
Political Warfare Executive	Psychological warfare
Televisa	Cuba
Televisa	Fake news
Televisa	Internet
Televisa	Rolling Stone
Televisa	United States
Active measures	Cuba
Active measures	Disinformation
Active measures	Hybrid warfare
Active measures	Israel
Active measures	Media manipulation
Active measures	Poland
Active measures	Propaganda
Active measures	The Guardian
Active measures	United States
Kargil War	BBC News
Kargil War	CNN
Kargil War	HuffPost
Kargil War	The Washington Post
KTVK	CNN
KTVK	Nightline
KTVK	United States
Demarcation problem	Fake news
Demarcation problem	United States presidential election, 2016
Anti-German sentiment	Germany
Anti-German sentiment	Israel
Anti-German sentiment	Joseph Goebbels
Anti-German sentiment	Poland
Anti-German sentiment	Propaganda in the United States
Anti-German sentiment	The Daily Telegraph
Federal Intelligence Service (Germany)	Allies of World War II
Federal Intelligence Service (Germany)	Cuba
Federal Intelligence Service (Germany)	Germany
Federal Intelligence Service (Germany)	Information warfare
Federal Intelligence Service (Germany)	Internet
Federal Intelligence Service (Germany)	Israel
Federal Intelligence Service (Germany)	NATO
Federal Intelligence Service (Germany)	United States
Euromyth	CNN
Euromyth	Disinformation
Euromyth	Fake news
FactCheck.org	CNN
FactCheck.org	Disinformation
FactCheck.org	Snopes.com
FactCheck.org	United States presidential election, 2016
Google	AlterNet
Google	BBC News
Google	CBS News
Google	CNN
Google	Digiday
Google	Facebook
Google	Google Search
Google	Internet
Google	The Daily Telegraph
Google	The Guardian
Google	The New York Times
Google	The Washington Post
Google	United States
Red states and blue states	CNN
Red states and blue states	Donald Trump
Red states and blue states	FiveThirtyEight
Red states and blue states	Fox News
Red states and blue states	Hillary Clinton
Red states and blue states	News media
Red states and blue states	The New York Times
Red states and blue states	The Washington Post
Red states and blue states	United States presidential election, 2016
Red states and blue states	United States
Alarmism	News media
Alarmism	Yellow journalism
BBC News	CBS News
BBC News	CNN
BBC News	Hamas
BBC News	Israel
BBC News	Myanmar
BBC News	Politico
BBC News	The Daily Telegraph
BBC News	The Guardian
BBC News	The New York Times
Waterloo Region Record	Fake news
Mainstream media	Alternative media
Mainstream media	CBS News
Mainstream media	CNN
Mainstream media	Donald Trump
Mainstream media	Facebook
Mainstream media	Fake news
Mainstream media	Google
Mainstream media	Hillary Clinton
Mainstream media	Mark Zuckerberg
Mainstream media	Media bias
Mainstream media	Media manipulation
Mainstream media	The New York Times
Mainstream media	United States
American Dialect Society	Fake news
American Dialect Society	Neologism
American Dialect Society	The Guardian
American Dialect Society	The New York Times
American Dialect Society	Twitter
American Dialect Society	United States
American Dialect Society	Word of the year
American Dialect Society	World Wide Web
Word of the year	American Dialect Society
Word of the year	Benjamin Netanyahu
Word of the year	Facebook
Word of the year	Fake news
Word of the year	Germany
Word of the year	Google
Word of the year	Google Search
Word of the year	Hillary Clinton
Word of the year	Neologism
Word of the year	Pope Francis
Word of the year	Red states and blue states
Word of the year	Smartphone
Word of the year	Social media
Word of the year	The Colbert Report
Word of the year	Twitter
Word of the year	United States
Word of the year	World Wide Web
Journalism ethics and standards	CNN
Journalism ethics and standards	Filter bubble
Journalism ethics and standards	Fox News
Journalism ethics and standards	Media bias
Journalism ethics and standards	News media
Journalism ethics and standards	Propaganda
Journalism ethics and standards	Tabloid journalism
Journalism ethics and standards	The New York Times
Journalism ethics and standards	The Onion
Journalism ethics and standards	The Washington Post
Journalism ethics and standards	United States
Political satire	Alternative media
Political satire	Donald Trump
Political satire	News satire
Political satire	Public opinion
Political satire	The Colbert Report
Political satire	The Daily Show
Political satire	The Late Show with Stephen Colbert
Political satire	The Onion
List of premature obituaries	ABC News
List of premature obituaries	BBC News
List of premature obituaries	CBS News
List of premature obituaries	Clickbait
List of premature obituaries	CNN
List of premature obituaries	Daily Mirror
List of premature obituaries	Dilma Rousseff
List of premature obituaries	Facebook
List of premature obituaries	Fake news
List of premature obituaries	Fox News
List of premature obituaries	Hillary Clinton
List of premature obituaries	Lee Kuan Yew
List of premature obituaries	Los Angeles Times
List of premature obituaries	NBC News
List of premature obituaries	NPR
List of premature obituaries	Rolling Stone
List of premature obituaries	Sky News
List of premature obituaries	Snopes.com
List of premature obituaries	Social media
List of premature obituaries	The Daily Telegraph
List of premature obituaries	The Guardian
List of premature obituaries	The New York Times
List of premature obituaries	The Onion
List of premature obituaries	The Washington Post
List of premature obituaries	Twitter
Pope Francis	CNN
Pope Francis	Donald Trump
Pope Francis	Fake news
Pope Francis	International Business Times
Pope Francis	Islamic State of Iraq and the Levant
Pope Francis	Los Angeles Times
Pope Francis	Mainstream media
Pope Francis	Myanmar
Pope Francis	NBC News
Pope Francis	Nicolás Maduro
Pope Francis	President of the United States
Pope Francis	Rolling Stone
Pope Francis	RT (TV network)
Pope Francis	Tabloid journalism
Pope Francis	The Daily Telegraph
Pope Francis	The Guardian
Pope Francis	The New York Times
Pope Francis	The Washington Post
Pope Francis	Twitter
Avigdor Lieberman	ABC News
Avigdor Lieberman	BBC News
Avigdor Lieberman	Benjamin Netanyahu
Avigdor Lieberman	CNN
Avigdor Lieberman	Hamas
Avigdor Lieberman	Hillary Clinton
Avigdor Lieberman	Israel
Avigdor Lieberman	NATO
Avigdor Lieberman	News media
Avigdor Lieberman	The Daily Telegraph
Avigdor Lieberman	The Guardian
Avigdor Lieberman	The New York Times
Avigdor Lieberman	The Washington Post
News satire	CNN
News satire	Facebook
News satire	Fox News
News satire	List of satirical news websites
News satire	News media
News satire	Social media
News satire	The Colbert Report
News satire	The Daily Show
News satire	The Onion
News satire	Treefort Music Fest
News satire	United States
News satire	World Wide Web
Fake news (disambiguation)	Disinformation
Fake news (disambiguation)	Donald Trump
Fake news (disambiguation)	Fake news
Fake news (disambiguation)	Fake news website
Fake news (disambiguation)	Fake news websites in the United States
Fake news (disambiguation)	Lying press
Fake news (disambiguation)	Mainstream media
Fake news (disambiguation)	News satire
Broadcast journalism	CBS News
Broadcast journalism	Facebook
Broadcast journalism	Fake news
Broadcast journalism	Twitter
The Colbert Report	ABC News
The Colbert Report	American Dialect Society
The Colbert Report	CBS News
The Colbert Report	CNNMoney
The Colbert Report	Fox News
The Colbert Report	Los Angeles Times
The Colbert Report	News satire
The Colbert Report	NPR
The Colbert Report	Politico
The Colbert Report	Social media
The Colbert Report	The Daily Show
The Colbert Report	The Late Show with Stephen Colbert
The Colbert Report	The New York Times
The Colbert Report	The Onion
The Colbert Report	The Washington Post
The Colbert Report	Twitter
The Colbert Report	U.S. News & World Report
HuffPost	BBC News
HuffPost	CNNMoney
HuffPost	Donald Trump
HuffPost	Drudge Report
HuffPost	PBS
HuffPost	Politico
HuffPost	Rolling Stone
HuffPost	The Guardian
HuffPost	The New York Times
HuffPost	The Washington Post
HuffPost	United States presidential election, 2016
Allies of World War II	CNN
Allies of World War II	Havana
Allies of World War II	Myanmar
Allies of World War II	The New York Times
Allies of World War II	United States
Misinformation	Defamation
Misinformation	Disinformation
Misinformation	Euromyth
Misinformation	Hoax
Misinformation	Internet
Misinformation	News media
Misinformation	Propaganda
Misinformation	Rumor
Nibiru cataclysm	Fake news
Nibiru cataclysm	Google
Nibiru cataclysm	Hoax
Nibiru cataclysm	Snopes.com
Nibiru cataclysm	The Daily Telegraph
Nibiru cataclysm	The Washington Post
George Yeo	Facebook
George Yeo	Pope Francis
Mark Zuckerberg	BBC News
Mark Zuckerberg	Criticism of Facebook
Mark Zuckerberg	Dartmouth College
Mark Zuckerberg	Donald Trump presidential campaign, 2016
Mark Zuckerberg	Facebook
Mark Zuckerberg	Instant messaging
Mark Zuckerberg	Internet
Mark Zuckerberg	PBS
Mark Zuckerberg	Pope Francis
Mark Zuckerberg	The Daily Telegraph
Mark Zuckerberg	The Guardian
Mark Zuckerberg	The Washington Post
Mark Zuckerberg	United States
Mark Zuckerberg	U.S. News & World Report
Mark Zuckerberg	Wired (magazine)
Tabloid journalism	Daily Mirror
Tabloid journalism	Donald Trump
Tabloid journalism	Fake news
Tabloid journalism	Hoax
Tabloid journalism	Los Angeles Times
Tabloid journalism	The New York Times
Tabloid journalism	The Washington Post
Tabloid journalism	Weekly World News
Tabloid journalism	Yellow journalism
United States	Allies of World War II
United States	BBC News
United States	CNN
United States	CNNMoney
United States	Donald Trump
United States	Facebook
United States	FiveThirtyEight
United States	Germany
United States	Internet
United States	Islamic State of Iraq and the Levant
United States	Los Angeles Times
United States	NATO
United States	NBC News
United States	NPR
United States	Orson Welles
United States	PBS
United States	President of the United States
United States	Red states and blue states
United States	Spanish–American War
United States	The New York Times
United States	The Washington Post
United States	Twitter
Propaganda in the United States	Fake news
Propaganda in the United States	Fake news websites in the United States
Propaganda in the United States	Information warfare
Propaganda in the United States	President of the United States
Propaganda in the United States	Propaganda
Propaganda in the United States	The New York Times
Propaganda in the United States	The Washington Post
Donald Trump	ABC News
Donald Trump	Alt-right
Donald Trump	BBC News
Donald Trump	CBS News
Donald Trump	CNN
Donald Trump	CNNMoney
Donald Trump	Cuba
Donald Trump	Donald Trump presidential campaign, 2016
Donald Trump	Eric Trump
Donald Trump	FactCheck.org
Donald Trump	Fox News
Donald Trump	Hillary Clinton
Donald Trump	HuffPost
Donald Trump	International Business Times
Donald Trump	Islamic State of Iraq and the Levant
Donald Trump	Los Angeles Times
Donald Trump	Media bias
Donald Trump	NATO
Donald Trump	NBC News
Donald Trump	NPR
Donald Trump	PBS
