Source	Target
Linux	IBM
Linux	Linus Torvalds
Linux	Openmoko
Linux	OpenRISC
Linux	Open-source
Linux	Open-source software
Linux	Operating system
Linux	Software license
Linux	Source code
Linux	SPARC
Linux	Sun Microsystems
Linux	Tar (computing)
Freemium	Open source
Freemium	Open-source
Open data	Budapest Open Access Initiative
Open data	Copyright
Open data	Derivative work
Open data	Open access
Open data	Open content
Open data	Open knowledge
Open data	Open source
Open data	Open-source software movement
OpenJDK	Free and open-source software
OpenJDK	Free software
OpenJDK	IBM
OpenJDK	Linux
OpenJDK	Open source
OpenJDK	Operating system
OpenJDK	Source code
OpenJDK	Sun Microsystems
Open-source curriculum	Creative Commons
Open-source curriculum	Open-source
Open-source curriculum	Project Gutenberg
Openmoko	Android (operating system)
Openmoko	Free software
Openmoko	Linux
Openmoko	Open-source hardware
Openmoko	Open source
Openmoko	Operating system
Open knowledge	Open access
Open knowledge	Open content
Open knowledge	Open data
Open knowledge	Open-source model
CcMixter	Creative Commons
CcMixter	Open source
Android (operating system)	Application software
Android (operating system)	Creative Commons
Android (operating system)	IBM
Android (operating system)	Linus Torvalds
Android (operating system)	Linux
Android (operating system)	OpenJDK
Android (operating system)	Open source
Android (operating system)	Open-source
Android (operating system)	Patent
Android (operating system)	Source code
Open-source film	Creative Commons
Open-source film	Free license
Open-source film	Open content
Open-source film	Open source
Open-source film	Open-source software
Open-source film	Source code
Open Source Hardware	Open-source hardware
VIA OpenBook	Open design
VIA OpenBook	Open-source hardware
Derivative work	Creative Commons
Derivative work	Patent
Open-source model	3D printing
Open-source model	Android (operating system)
Open-source model	Apache Hadoop
Open-source model	Appropriate technology
Open-source model	Arduino
Open-source model	ARPANET
Open-source model	Biotechnology
Open-source model	Blog
Open-source model	Blueprint
Open-source model	Brian Behlendorf
Open-source model	Bruce Perens
Open-source model	Budapest Open Access Initiative
Open-source model	CcMixter
Open-source model	Christine Peterson
Open-source model	Community source
Open-source model	Computer program
Open-source model	Copyright
Open-source model	Creative Commons
Open-source model	Defense Distributed
Open-source model	Derivative work
Open-source model	Digital Millennium Copyright Act
Open-source model	E-book
Open-source model	Enterprise software
Open-source model	Eric S. Raymond
Open-source model	Free and open-source software
Open-source model	Free Beer
Open-source model	Free-culture movement
Open-source model	Free license
Open-source model	Freemium
Open-source model	Free software
Open-source model	George B. Selden
Open-source model	Gift economy
Open-source model	Google Scholar
Open-source model	Guido van Rossum
Open-source model	House
Open-source model	Hyperloop
Open-source model	IBM
Open-source model	IPTV
Open-source model	Jamie Zawinski
Open-source model	Jon Hall (programmer)
Open-source model	Lasersaur
Open-source model	License
Open-source model	Linus Torvalds
Open-source model	Linux Journal
Open-source model	Linux
Open-source model	List of formerly proprietary software
Open-source model	List of open-source video games
Open-source model	Mass collaboration
Open-source model	MediaWiki
Open-source model	Michael Tiemann
Open-source model	Monopoly
Open-source model	Netscape Navigator
Open-source model	Netscape Public License
Open-source model	Open access
Open-source model	Open collaboration
Open-source model	Open content
Open-source model	Open data
Open-source model	Open design
Open-source model	Open format
Open-source model	Open implementation
Open-source model	Open innovation
Open-source model	OpenJDK
Open-source model	Openmoko
Open-source model	Openness
Open-source model	OpenRISC
Open-source model	Open security
Open-source model	OpenSolaris
Open-source model	Open-source curriculum
Open-source model	Open Source Ecology
Open-source model	Open-source economics
Open-source model	Open-source film
Open-source model	Open-source governance
Open-source model	Open-source hardware
Open-source model	Open Source Hardware
Open-source model	Open-source journalism
Open-source model	Open-source religion
Open-source model	Open-source robotics
Open-source model	Open-source software movement
Open-source model	Open-source software
Open-source model	Open Sources: Voices from the Open Source Revolution
Open-source model	Open-source technology
Open-source model	OpenSPARC
Open-source model	Open standard
Open-source model	Open system (computing)
Open-source model	Operating system
Open-source model	P2P Foundation
Open-source model	Patent
Open-source model	Pharmaceutical industry
Open-source model	Project Gutenberg
Open-source model	Rice University
Open-source model	SHARE (computing)
Open-source model	Shared source
Open-source model	Sharing economy
Open-source model	Simputer
Open-source model	Software license
Open-source model	Source code
Open-source model	SPARC
Open-source model	Spreadsheet
Open-source model	Sun Microsystems
Open-source model	The Open Solar Outdoors Test Field
Open-source model	The Zeitgeist Movement
Open-source model	Tim O'Reilly
Open-source model	Tinkerforge
Open-source model	VIA OpenBook
Open-source model	WikiHouse
Peter Suber	Blog
Peter Suber	Budapest Open Access Initiative
Peter Suber	Open access
Peter Suber	Open-source model
Digital Millennium Copyright Act	Copyright
Digital Millennium Copyright Act	E-book
Digital Millennium Copyright Act	Open source
Open-source robotics	Android (operating system)
Open-source robotics	Arduino
Open-source robotics	Blueprint
Open-source robotics	Open design
Open-source robotics	Open Source Ecology
Open-source robotics	Open-source hardware
Open-source robotics	Open-source
Open-source robotics	Source code
Open security	Android (operating system)
Open security	Linux
Open security	Open-source hardware
Open security	Open source
The Zeitgeist Movement	Post-scarcity economy
E-book	Application software
E-book	Project Gutenberg
Open development	Open-source model
Open-source software movement	Bruce Perens
Open-source software movement	Eric S. Raymond
Open-source software movement	Free software
Open-source software movement	Gift economy
Open-source software movement	IBM
Open-source software movement	Mass collaboration
Open-source software movement	Netscape Navigator
Open-source software movement	Open collaboration
Open-source software movement	Open design
Open-source software movement	Open Source Ecology
Open-source software movement	Open-source film
Open-source software movement	Open Source
Open-source software movement	Open source
Open-source software movement	Open-source software
Open-source software movement	Sharing economy
Open-source software movement	Source code
Open-source software movement	Sun Microsystems
Mobile technology	Android (operating system)
Mobile technology	Open-source model
Christine Peterson	Open Source
Open Source Ecology	3D printing
Open Source Ecology	Free software
Open Source Ecology	Open design
Open Source Ecology	Open source
P2P Foundation	Open design
P2P Foundation	Open Source Ecology
P2P Foundation	Post-scarcity economy
P2P Foundation	Sharing economy
Open-source economics	Free and open-source software
Open-source economics	Open collaboration
Open-source economics	Open Source Ecology
Open-source economics	Open-source
Lasersaur	Arduino
Lasersaur	Linux
Lasersaur	Open source
Lasersaur	Rice University
Free license	Copyright
Free license	Creative Commons
Free license	Open-source hardware
Defense Distributed	3D printing
Defense Distributed	Open-source
The Open Solar Outdoors Test Field	Open source
The Open Solar Outdoors Test Field	Open source principles
Open source principles	Open-source model
Hyperloop	Open source
Open-source technology	Open-source model
Digital collaboration	Mass collaboration
Digital collaboration	Open data
Digital collaboration	Open-source model
Digital collaboration	Open-source software movement
Tinkerforge	Arduino
Tinkerforge	Linux
Tinkerforge	Open Source
Sharing economy	Creative Commons
Sharing economy	Digital collaboration
Sharing economy	Gift economy
Sharing economy	Open content
Sharing economy	Open data
Sharing economy	Open source
Sharing economy	Open-source software
Sharing economy	P2P Foundation
Bleeding Edge	Open-source model
IBM	Computer program
IBM	Linux
IBM	Mobile technology
IBM	Open source
WikiHouse	Creative Commons
WikiHouse	House
WikiHouse	Open-source hardware
Open collaboration	Mass collaboration
Open collaboration	Open content
Open collaboration	Open innovation
Open collaboration	Open-source model
Open source	Open-source model
Inner source	IBM
Inner source	Open collaboration
Inner source	Open-source model
Inner source	Open-source software
Inner source	Tim O'Reilly
Open source product development	Open design
Open source product development	Open-source hardware
Open source product development	Open-source model
Open source model	Open-source model
