Source	Target
Gamergate controversy	The New York Times
Gamergate controversy	Tumblr
Gamergate controversy	Twitter
Gaming culture	Video game culture
People v. Marquan M.	Cyberbullying
People v. Marquan M.	Suicide of Megan Meier
People v. Marquan M.	United States v. Drew
Online shaming	4chan
Online shaming	Blog
Online shaming	Doxing
Online shaming	Harassment
Online shaming	Revenge porn
Online shaming	Social media
Online shaming	Twitter
Cyber Civil Rights Initiative	Cyberbullying
Cyber Civil Rights Initiative	Revenge porn
Crowdfunding	Blog
Crowdfunding	Internet
Cyberbullying legislation	Cyberbullying
Sarahah	Anonymous social media
Sarahah	ASKfm
Sarahah	Social networking service
Sarahah	Whisper (app)
Sarahah	Yik Yak
Harvey Weinstein sexual abuse allegations	Cyberbullying
Harvey Weinstein sexual abuse allegations	Rose McGowan
Harvey Weinstein sexual abuse allegations	Sexual assault
Harvey Weinstein sexual abuse allegations	The New York Times
ASKfm	Ask.fm
